FECH,ADUA,PAIS,COD_PAI4,COD_SAL1,COD_SAL,DPTO2,VIA,BANDERA,REGIM,MODAD,FINALID,CER_ORI1,SISESP,DPTO1,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES
2311,3,23,DEU,3,BOG,11,3,23,1,198,2,6,2,11,11,U,38,1433,1246,7457,30514581
2311,3,23,DEU,3,BOG,11,3,23,1,198,2,8,2,11,11,U,1,1,1,50,200253
2311,3,23,DEU,3,BOG,11,3,23,1,198,2,8,2,11,11,U,1,33,10,50,200253
2311,3,23,DEU,3,BOG,11,3,573,1,198,1,6,1,11,11,U,21600,726,667,2943,11881046
2311,3,23,DEU,3,BOG,11,3,573,1,198,1,6,1,11,11,U,58200,2323,2115,8776,35547304
2311,3,23,DEU,3,BOG,11,3,573,1,198,1,8,2,11,33,KG,560,665,560,4922,20140648
2311,3,23,DEU,3,BOG,11,3,573,1,198,1,8,2,11,33,KG,810,836,810,3487,13914183
2311,3,23,DEU,3,BOG,11,3,573,4,201,2,8,2,11,11,U,3,86,86,10316,41005041
2311,3,23,DEU,3,BOG,11,3,573,4,201,2,8,2,11,11,U,4,23,18,13933,56388384
2311,3,23,DEU,3,BOG,11,3,573,4,201,2,8,2,11,11,U,5,30,25,18860,76329911
2311,3,23,DEU,3,BOG,11,5,245,1,198,1,6,1,11,11,U,6000,229,214,1140,4648282
2311,3,23,DEU,3,BOG,11,5,245,1,198,1,6,1,11,11,U,14400,562,524,2736,11155876
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,33,KG,0,0,0,27,106493
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,1,7,6,83,329257
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,1,16,15,514,2044667
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,33,KG,5,5,5,21,85186
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,16,12,11,95,379343
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,33,KG,8,8,8,39,153359
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,33,KG,3,3,3,23,90274
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,33,KG,1,1,1,8,31960
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,33,KG,2,2,2,2,6837
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,2,1,1,51,203167
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,2,6,5,73,289665
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,2,24,23,355,1409726
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,1,2,2,122,485597
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,1,5,5,74,292209
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,1,54,50,334,1329032
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,20,6,6,643,2555824
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,1,0,0,26,102239
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,29,298,275,5556,22086196
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,33,KG,0,0,0,2,8586
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,8,11,U,2,55,55,9498,39078390
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,8,11,U,1,15,15,1824,7502860
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,8,11,U,5,60,60,14005,57619150
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,5,11,U,145,151,135,725,2941282
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,2,233,215,21968,87323982
2311,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,11,11,U,101,460,426,6315,25102216
2311,3,23,DEU,3,BOG,11,5,245,4,201,2,8,2,11,11,U,16,1133,758,26255,106187801
2311,3,23,DEU,3,BOG,11,7,827,1,198,1,6,1,11,11,U,24320,985,830,4717,19232469
2311,3,23,DEU,3,BOG,11,7,827,1,198,1,8,1,11,11,U,3231,129,125,4972,19773047
2311,3,23,DEU,3,BOG,11,8,618,1,198,1,6,1,11,11,U,58360,2296,1981,10577,43436054
2311,3,23,DEU,3,BOG,11,8,618,1,198,1,6,1,11,11,U,1,514,300,5471,21652485
2311,3,23,DEU,3,BOG,11,8,618,1,198,1,6,2,11,11,U,10530,362,329,1895,7693329
2311,3,23,DEU,3,BOG,11,8,618,1,198,1,6,2,11,11,U,79320,2931,2454,14443,57579527
2311,3,23,DEU,3,BOG,11,8,618,1,198,1,8,1,11,11,U,2050,88,81,369,1467454
2311,3,23,DEU,3,BOG,11,8,618,1,198,1,8,1,11,11,U,11100,364,336,2781,11058001
2311,3,23,DEU,3,BOG,11,8,618,1,198,1,8,2,11,11,U,2250,212,195,1202,4918981
2311,3,23,DEU,3,BOG,11,8,618,1,104,2,6,2,11,11,U,1,475,300,924,3657454
2311,3,23,DEU,3,BOG,11,9,149,1,198,1,8,1,11,11,U,510,8,7,770,3062564
2311,3,23,DEU,3,BOG,11,9,149,1,198,1,8,1,11,33,KG,978,1143,978,5514,22482189
2311,3,23,DEU,3,BOG,11,9,149,1,198,1,8,2,11,33,KG,300,338,300,1918,7899003
2311,3,23,DEU,3,BOG,11,9,149,4,201,2,8,2,11,11,U,3,3,2,28040,111463153
2311,3,23,DEU,3,BOG,11,9,149,4,201,2,8,2,11,11,U,11,14,10,113982,453086761
2311,3,23,DEU,3,BOG,11,9,169,1,198,1,8,2,27,33,KG,1,1,1,44999,183219947
2311,3,23,DEU,3,BOG,11,9,249,1,104,2,8,2,11,11,U,1,15,14,300,1213353
2311,3,23,DEU,3,BOG,15,3,573,1,198,1,8,2,15,33,KG,1056,1338,1056,6336,26068141
2311,3,23,DEU,3,BOG,15,3,573,1,198,1,8,2,15,33,KG,1836,2442,1836,9949,40708065
2311,3,23,DEU,3,BOG,15,5,275,1,198,1,8,2,15,33,KG,200,272,200,1200,4937148
2311,3,23,DEU,3,BOG,15,5,275,1,198,1,8,2,15,33,KG,1224,1662,1224,6357,26154542
2311,3,23,DEU,3,BOG,15,9,249,1,198,1,8,2,15,33,KG,12,14,12,47,191233
2311,3,23,DEU,3,BOG,15,9,249,1,198,1,8,2,15,33,KG,2139,2422,2139,12960,52717346
2311,3,23,DEU,3,BOG,15,9,249,1,198,1,8,2,15,33,KG,597,690,597,1622,6579112
2311,3,23,DEU,3,BOG,15,9,249,1,198,1,8,2,15,33,KG,16172,19041,16172,96475,392943488
2311,3,23,DEU,3,BOG,25,3,23,1,198,1,8,1,25,11,U,6400,217,208,832,3332210
2311,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,25,33,KG,9,11,9,48,189657
2311,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,25,33,KG,48,56,48,291,1154192
2311,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,25,33,KG,13,16,13,40,156561
2311,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,25,33,KG,280,337,280,2114,8378987
2311,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,25,33,KG,118,144,118,868,3441489
2311,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,25,33,KG,25,29,25,129,511301
2311,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,25,33,KG,34,40,34,216,857320
2311,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,25,33,KG,263,315,263,1873,7423767
2311,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,25,33,KG,145,179,145,958,3797695
2311,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,25,33,KG,59,185,59,54077,219065628
2311,3,23,DEU,3,BOG,25,3,253,1,198,1,8,1,25,11,U,400,19,16,114,460240
2311,3,23,DEU,3,BOG,25,3,573,1,198,1,8,1,25,11,U,10440,391,352,1670,6743722
2311,3,23,DEU,3,BOG,25,3,573,1,198,1,8,1,25,11,U,91440,3250,3005,13691,55141540
2311,3,23,DEU,3,BOG,25,3,573,1,198,1,8,2,25,33,KG,559,648,559,4740,19398995
2311,3,23,DEU,3,BOG,25,5,245,1,198,1,5,1,25,11,U,2720,93,40,370,1497107
2311,3,23,DEU,3,BOG,25,5,245,1,198,1,5,1,25,11,U,4420,151,65,606,2450687
2311,3,23,DEU,3,BOG,25,5,245,1,198,1,8,1,25,11,U,5780,199,194,751,3009402
2311,3,23,DEU,3,BOG,25,5,245,1,198,1,8,1,25,11,U,9520,327,319,1238,4956662
2311,3,23,DEU,3,BOG,25,7,827,1,198,1,8,1,25,11,U,4760,243,240,1483,5901343
2311,3,23,DEU,3,BOG,25,8,618,1,198,1,8,1,25,11,U,11970,348,313,1915,7591029
2311,3,23,DEU,3,BOG,25,8,618,1,198,1,8,1,25,11,U,58440,2233,2009,9350,37060965
2311,3,23,DEU,3,BOG,25,8,618,1,198,1,8,1,25,11,U,8160,570,514,2448,9767251
2311,3,23,DEU,3,BOG,25,9,169,4,201,2,8,2,11,11,U,4,42,40,4400,17981766
2311,3,23,DEU,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,1820,2049,1820,14875,58958104
2311,3,23,DEU,3,BOG,25,9,249,1,198,2,8,2,25,11,U,1280,5,4,13,51071
2311,3,23,DEU,3,BOG,50,3,23,1,199,1,8,2,50,11,U,16070,480,445,4557,18435491
2311,3,23,DEU,3,BOG,50,9,249,1,198,1,8,2,50,11,U,8050,298,280,2459,9790060
2311,3,23,DEU,3,BOG,68,3,23,1,198,1,8,2,68,67,M3,3334,2956740,2687945,2858384,11575369464
2311,3,23,DEU,3,BOG,76,5,245,1,198,1,8,1,76,33,KG,435,565,435,8232,33294892
2311,3,23,DEU,3,BOG,76,9,169,1,198,1,8,1,76,11,U,2261524,1920,1521,30131,122504692
2311,3,23,DEU,3,BOG,76,9,249,1,198,1,8,1,76,11,U,107804,51,40,1112,4496039
2311,3,26,ARM,3,BOG,5,9,169,1,198,1,6,2,5,11,U,50,10,9,1,2028
2311,3,26,ARM,3,BOG,5,9,169,1,198,1,8,2,5,11,U,100,9,8,10,39807
2311,3,26,ARM,3,BOG,5,9,169,1,198,1,8,2,5,11,U,70,6,5,7,27865
2311,3,26,ARM,3,BOG,5,9,169,1,198,1,8,2,5,11,U,60,5,5,6,23884
2311,3,26,ARM,3,BOG,5,9,169,1,198,1,8,2,5,33,KG,12,13,12,15,59710
2311,3,26,ARM,3,BOG,11,3,253,1,198,1,8,2,11,11,U,400,13,12,68,270306
2311,3,26,ARM,3,BOG,11,3,573,1,198,1,8,2,11,11,U,8640,597,543,2678,10813210
2311,3,26,ARM,3,BOG,11,8,618,1,198,1,8,1,11,11,U,400,12,10,74,301731
2311,3,26,ARM,3,BOG,11,8,618,1,198,1,8,1,11,11,U,1800,62,54,331,1349633
2311,3,26,ARM,3,BOG,11,8,618,1,198,1,8,2,11,11,U,560,345,306,1838,7474548
2311,3,26,ARM,3,BOG,11,8,618,1,198,1,8,2,11,11,U,60,55,49,138,561079
2311,3,26,ARM,3,BOG,11,9,169,1,198,1,8,2,11,11,U,970,34,31,155,617206
2311,3,26,ARM,3,BOG,11,9,169,1,198,1,8,2,11,11,U,38505,1098,1000,5842,23233693
2311,3,26,ARM,3,BOG,11,9,169,1,198,1,8,2,11,11,U,400,30,27,4,15907
2311,3,26,ARM,3,BOG,25,3,253,1,198,1,8,1,25,11,U,2900,96,40,437,1773004
2311,3,26,ARM,3,BOG,25,3,253,1,198,1,8,1,25,11,U,3950,132,55,580,2351240
2311,3,26,ARM,3,BOG,25,3,253,1,198,1,8,1,25,11,U,200,9,8,64,258380
2311,3,26,ARM,3,BOG,25,3,253,1,198,1,8,2,25,11,U,800,30,8,144,572413
2311,3,26,ARM,3,BOG,25,8,618,1,198,1,8,1,25,11,U,1050,39,38,160,649347
2311,3,26,ARM,3,BOG,25,8,618,1,198,1,8,1,25,11,U,2100,70,67,325,1319999
2311,3,26,ARM,3,BOG,25,9,169,1,198,2,8,2,25,11,U,76,6,5,2,6171
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,1,0,0,76,303299
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,4,1,1,182,723466
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,240,42,42,10598,42128004
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,9,2,2,748,2971777
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,3,1,1,183,726249
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,2,0,0,127,506426
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,9,2,2,422,1677885
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,3,1,1,205,815291
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,33,6,6,2272,9032199
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,25,4,4,998,3965152
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,15,3,3,108,428515
2311,3,27,ABW,3,BOG,5,9,169,1,198,1,8,2,5,11,U,1,0,0,18,72347
2311,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,11,11,U,2842,123,118,799,3242469
2311,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,11,11,U,2639,144,138,803,3255775
2311,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,11,11,U,1734,96,92,899,3646215
2311,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,11,33,KG,184,192,184,705,2861076
2311,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,11,11,U,1500,166,158,2858,11559210
2311,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,8,11,U,2,54,53,7225,28720025
2311,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,8,11,U,1,23,23,5054,20090105
2311,3,27,ABW,3,BOG,11,0,580,1,199,1,8,2,44,33,KG,600,665,600,3600,14363604
2311,3,27,ABW,3,BOG,11,0,580,1,199,1,8,2,11,33,KG,73,92,73,3948,15624326
2311,3,27,ABW,3,BOG,11,0,580,1,199,1,8,2,11,33,KG,106,134,106,5000,19789483
2311,3,27,ABW,3,BOG,11,0,580,1,199,1,8,2,11,33,KG,158,199,158,3617,14313513
2311,3,27,ABW,3,BOG,11,0,580,1,199,1,8,2,11,33,KG,205,258,205,9321,36890374
2311,3,27,ABW,3,BOG,11,0,580,1,199,1,8,2,25,33,KG,63,79,63,3664,14500636
2311,3,27,ABW,3,BOG,11,9,169,1,2,2,8,2,11,33,KG,10,10,10,3,12180
2311,3,27,ABW,3,BOG,11,9,239,1,198,1,8,2,11,11,U,9868,670,594,6221,25116328
2311,3,27,ABW,3,BOG,11,9,239,1,198,1,8,2,11,11,U,219,25,22,285,1150034
2311,3,27,ABW,3,BOG,11,9,239,1,198,1,8,2,11,11,U,877,96,85,1139,4600095
2311,3,27,ABW,3,BOG,11,9,239,1,198,1,8,2,11,11,U,1316,38,34,524,2116012
2311,3,27,ABW,3,BOG,11,9,239,1,198,1,8,2,11,11,U,657,43,38,456,1839990
2311,3,27,ABW,3,BOG,11,9,239,1,198,1,8,2,11,11,U,25655,837,742,5663,22864545
2311,3,27,ABW,3,BOG,11,9,239,1,198,1,8,2,11,33,KG,112,126,112,1738,7015102
2311,3,27,ABW,3,BOG,11,9,239,1,2,2,8,2,11,33,KG,10,10,10,4,16020
2311,3,27,ABW,3,BOG,11,9,239,1,2,2,8,2,11,33,KG,9,9,9,4,16020
2311,3,27,ABW,3,BOG,11,9,239,1,2,2,8,2,11,33,KG,26,26,26,8,32040
2311,3,27,ABW,3,BOG,11,9,239,1,2,2,8,2,11,33,KG,10,10,10,4,16020
2311,3,27,ABW,3,BOG,11,9,239,1,2,2,8,2,11,33,KG,5,5,5,2,8010
2311,3,27,ABW,3,BOG,11,9,239,1,2,2,8,2,11,61,L,13,13,13,4,16020
2311,3,27,ABW,3,BOG,11,9,239,1,2,2,8,2,11,61,L,12,12,12,2,8010
2311,3,27,ABW,3,BOG,11,9,249,1,198,1,6,2,11,11,U,4325,140,130,1384,5627053
2311,3,27,ABW,3,BOG,11,9,249,1,198,1,6,2,11,11,U,3280,335,312,1459,5931174
2311,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,11,11,U,6160,443,375,1544,6231726
2311,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,11,11,U,804,64,54,427,1724647
2311,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,11,11,U,268,8,7,57,229958
2311,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,11,11,U,536,27,23,114,459917
2311,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,11,11,U,7767,376,318,1677,6772023
2311,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,11,33,KG,105,124,105,997,4024150
2311,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,11,11,U,1,197,120,2003,8020934
2311,3,27,ABW,3,BOG,25,9,239,1,198,1,8,2,25,33,KG,90,96,90,184,741135
2311,3,27,ABW,3,BOG,25,9,239,1,198,1,8,2,25,33,KG,75,80,75,170,683459
2311,3,27,ABW,3,BOG,25,9,239,1,198,1,8,2,25,33,KG,252,270,252,549,2211129
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,11,U,29600,821,728,44566,178966386
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,11,U,1160,24,16,162,662845
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,11,U,5700,151,136,1896,7603896
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,11,U,1280,54,36,323,1316953
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,11,U,4850,52,44,2600,10443844
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,11,U,100,6,4,18,74119
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,11,U,2700,163,148,1314,5273260
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,11,U,255,48,32,150,613091
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,11,U,2584,154,116,2764,11073408
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,212,262,212,3742,15156034
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,30,32,30,61,250901
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,25,27,25,57,231339
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,84,89,84,183,749142
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,11,33,KG,63,77,63,239,950047
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,11,33,KG,2,3,2,23,89599
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,11,33,KG,67,83,67,357,1417756
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,11,33,KG,8,9,8,40,160395
2311,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,11,33,KG,1058,1308,1058,5150,20470243
2311,3,27,ABW,3,BOG,25,9,249,1,199,1,8,2,25,33,KG,10,10,10,61,244055
2311,3,27,ABW,3,BOG,25,9,249,1,199,1,8,2,25,33,KG,105,111,105,57,225027
2311,3,27,ABW,3,BOG,25,9,249,1,199,1,8,2,25,33,KG,27,28,27,183,728701
2311,3,27,ABW,3,BOG,68,7,27,1,198,1,8,2,68,67,M3,560,334893,334893,466202,1869878521
2311,3,29,BIH,3,BOG,11,8,618,1,198,1,8,2,11,11,U,800,28,26,136,552947
2311,3,29,BIH,3,BOG,25,3,573,1,198,1,8,1,25,11,U,400,13,5,60,242158
2311,3,29,BIH,3,BOG,25,8,618,1,198,1,8,1,25,11,U,800,32,10,115,466753
2311,3,29,BIH,3,BOG,25,9,169,1,198,1,8,2,25,11,U,39910,2337,657,11157,44350079
2311,3,29,BIH,3,BOG,25,9,169,1,198,1,8,2,25,11,U,11700,391,110,1404,5581026
2311,3,41,AIA,3,BOG,68,1,41,1,198,1,8,2,68,67,M3,2,1243,1243,1730,6885285
2311,3,43,ATG,3,BOG,11,9,249,1,198,1,8,2,11,11,U,2,1,1,366,1465051
2311,3,43,ATG,3,BOG,11,9,249,1,198,1,8,2,11,11,U,70,24,20,5255,21044908
2311,3,43,ATG,3,BOG,11,9,249,1,198,1,8,2,11,11,U,232,79,68,4580,18344456
2311,3,43,ATG,3,BOG,11,9,249,1,198,1,8,2,11,11,U,6,2,2,426,1707597
2311,3,43,ATG,3,BOG,11,9,249,1,198,1,8,2,11,11,U,6,2,2,279,1117412
2311,3,43,ATG,3,BOG,11,9,249,1,198,1,8,2,11,11,U,150,51,44,2058,8241212
